transaction_id,user_id,timestamp,amount,merchant_id,merchant_category,payment_method,location,device_info,features,label
txn_000011,user_027,2026-02-01T21:50:50Z,46.83,merchant_1083,gas_station,credit,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_780', 'ip_address': '249.47.52.106', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 21, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 6, 'avg_amount_30d': 152.9, 'risk_score': 0.2}",0
txn_000012,user_060,2026-02-18T02:39:50Z,128.29,merchant_7176,grocery,online,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_363', 'ip_address': '193.35.220.135', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 2, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 111.87, 'risk_score': 0.212}",0
txn_000013,user_016,2026-02-02T17:13:50Z,711.49,merchant_1021,jewelry,credit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_897', 'ip_address': '48.85.53.255', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 17, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 193.17, 'risk_score': 1.0}",0
txn_000014,user_032,2026-01-20T23:48:50Z,1968.87,merchant_5856,jewelry,online,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_587', 'ip_address': '113.140.76.253', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 23, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 280.78, 'risk_score': 1.0}",0
txn_000015,user_057,2026-02-03T13:19:50Z,127.6,merchant_2144,gas_station,credit,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_129', 'ip_address': '90.107.34.248', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 13, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 113.44, 'risk_score': 0.549}",0
txn_000016,user_072,2026-01-27T03:27:50Z,420.12,merchant_5170,clothing,debit,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_971', 'ip_address': '43.62.16.80', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 3, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 107.93, 'risk_score': 0.263}",0
txn_000017,user_085,2026-02-10T03:39:50Z,2361.88,merchant_6313,electronics,credit,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_814', 'ip_address': '144.24.26.36', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 3, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 255.83, 'risk_score': 1.0}",0
txn_000018,user_074,2026-02-19T06:59:50Z,421.8,merchant_4833,grocery,debit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_655', 'ip_address': '69.251.20.182', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 6, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 75.65, 'risk_score': 0.659}",0
txn_000019,user_054,2026-02-18T07:20:50Z,2923.03,merchant_4565,electronics,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_991', 'ip_address': '185.161.100.209', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 7, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 4, 'avg_amount_30d': 100.57, 'risk_score': 0.312}",0
txn_000020,user_069,2026-02-17T00:45:50Z,1831.06,merchant_4946,electronics,mobile,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_520', 'ip_address': '237.126.192.157', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 0, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 7, 'avg_amount_30d': 175.48, 'risk_score': 1.0}",0
txn_000021,user_034,2026-02-14T06:02:50Z,4584.89,merchant_4970,cash_advance,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_101', 'ip_address': '28.10.19.224', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 6, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 6, 'avg_amount_30d': 242.88, 'risk_score': 1.0}",0
txn_000022,user_070,2026-02-03T10:53:50Z,112.26,merchant_3497,gas_station,online,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_467', 'ip_address': '242.14.121.196', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 10, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 193.79, 'risk_score': 0.533}",0
txn_000023,user_052,2026-01-22T04:32:50Z,219.08,merchant_5074,electronics,credit,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_535', 'ip_address': '26.81.6.176', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 4, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 5, 'avg_amount_30d': 69.2, 'risk_score': 0.857}",0
txn_000024,user_038,2026-02-07T23:08:50Z,4389.46,merchant_5554,cash_advance,mobile,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_924', 'ip_address': '178.121.100.96', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 23, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 226.37, 'risk_score': 1.0}",0
txn_000025,user_083,2026-01-31T18:37:50Z,61.29,merchant_8270,pharmacy,credit,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_581', 'ip_address': '84.168.232.180', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 18, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 3, 'avg_amount_30d': 100.03, 'risk_score': 0.119}",0
txn_000026,user_035,2026-01-19T19:22:50Z,140.18,merchant_9148,grocery,online,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_688', 'ip_address': '166.182.21.77', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 19, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 4, 'avg_amount_30d': 275.65, 'risk_score': 0.59}",0
txn_000027,user_092,2026-02-14T18:47:50Z,247.61,merchant_7394,pharmacy,credit,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_768', 'ip_address': '157.141.34.221', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 18, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 2, 'avg_amount_30d': 230.71, 'risk_score': 0.662}",0
txn_000028,user_067,2026-02-04T14:08:50Z,1098.3,merchant_9289,travel,mobile,"{'city': 'San Diego', 'state': 'CA', 'country': 'US', 'zip_code': '92101'}","{'device_id': 'device_691', 'ip_address': '107.215.207.48', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 14, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 169.82, 'risk_score': 0.432}",0
txn_000029,user_085,2026-01-27T05:28:50Z,387.78,merchant_6399,pharmacy,mobile,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_791', 'ip_address': '5.114.152.150', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 5, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 278.65, 'risk_score': 0.936}",0
txn_000030,user_052,2026-02-10T06:54:50Z,200.46,merchant_1768,grocery,online,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_843', 'ip_address': '16.83.202.98', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 6, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 53.84, 'risk_score': 0.657}",0
txn_000031,user_045,2026-01-25T10:39:50Z,43.31,merchant_7211,pharmacy,mobile,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_548', 'ip_address': '251.239.8.153', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 10, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 8, 'avg_amount_30d': 296.07, 'risk_score': 0.252}",0
txn_000032,user_054,2026-02-08T01:48:50Z,110.0,merchant_6273,restaurant,credit,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'US', 'zip_code': '90210'}","{'device_id': 'device_377', 'ip_address': '163.13.158.94', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 1, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 249.22, 'risk_score': 0.212}",0
txn_000033,user_004,2026-01-25T08:13:50Z,46.73,merchant_9252,grocery,online,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_424', 'ip_address': '61.62.250.115', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 8, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 7, 'avg_amount_30d': 232.3, 'risk_score': 0.713}",0
txn_000034,user_076,2026-01-25T22:56:50Z,61.24,merchant_4577,gas_station,online,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_947', 'ip_address': '245.183.31.84', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 22, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 4, 'avg_amount_30d': 166.96, 'risk_score': 0.721}",0
txn_000035,user_080,2026-01-28T09:29:50Z,18.79,merchant_4345,clothing,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_676', 'ip_address': '248.84.236.240', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 9, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 132.84, 'risk_score': 0.851}",0
txn_000036,user_016,2026-02-17T01:25:50Z,31.37,merchant_7677,grocery,mobile,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_656', 'ip_address': '250.139.54.148', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 1, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 270.58, 'risk_score': 1.0}",0
txn_000037,user_027,2026-02-05T23:05:50Z,46.99,merchant_6538,grocery,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_535', 'ip_address': '99.115.15.131', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 23, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 109.45, 'risk_score': 0.4}",0
txn_000038,user_076,2026-01-25T14:36:50Z,1233.26,merchant_5987,electronics,online,"{'city': 'Philadelphia', 'state': 'PA', 'country': 'US', 'zip_code': '19101'}","{'device_id': 'device_418', 'ip_address': '222.101.222.168', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 14, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 1, 'avg_amount_30d': 132.76, 'risk_score': 1.0}",0
txn_000039,user_095,2026-01-25T23:34:50Z,2732.91,merchant_5460,electronics,mobile,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_146', 'ip_address': '186.212.56.160', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 23, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 3, 'avg_amount_30d': 226.22, 'risk_score': 1.0}",0
txn_000040,user_073,2026-01-25T02:20:50Z,2822.14,merchant_8605,electronics,debit,"{'city': 'San Antonio', 'state': 'TX', 'country': 'US', 'zip_code': '78201'}","{'device_id': 'device_402', 'ip_address': '197.200.106.52', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 2, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 66.62, 'risk_score': 0.894}",0
txn_000041,user_006,2026-01-26T17:25:50Z,808.53,merchant_1886,jewelry,debit,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_570', 'ip_address': '82.227.88.206', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 17, 'day_of_week': 0, 'is_weekend': False, 'transaction_count_24h': 3, 'avg_amount_30d': 298.52, 'risk_score': 0.733}",1
txn_000042,user_054,2026-01-27T11:44:50Z,101.65,merchant_3914,grocery,debit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_362', 'ip_address': '246.57.232.179', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 11, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 219.29, 'risk_score': 0.012}",0
txn_000043,user_059,2026-01-29T02:09:50Z,22.43,merchant_6480,clothing,online,"{'city': 'San Diego', 'state': 'CA', 'country': 'US', 'zip_code': '92101'}","{'device_id': 'device_501', 'ip_address': '159.126.29.64', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 2, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 199.7, 'risk_score': 0.282}",0
txn_000044,user_044,2026-01-30T07:40:50Z,2210.41,merchant_6078,cash_advance,mobile,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_289', 'ip_address': '218.229.81.83', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 7, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 2, 'avg_amount_30d': 90.62, 'risk_score': 1.0}",0
txn_000045,user_077,2026-02-05T19:57:50Z,179.26,merchant_8327,online_retail,credit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_127', 'ip_address': '127.123.59.136', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 19, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 117.52, 'risk_score': 0.216}",0
txn_000046,user_040,2026-02-05T12:21:50Z,182.43,merchant_2319,clothing,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_473', 'ip_address': '253.138.190.162', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 12, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 284.92, 'risk_score': 0.883}",0
txn_000047,user_090,2026-01-27T08:16:50Z,1253.84,merchant_4836,electronics,credit,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_962', 'ip_address': '194.106.142.43', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 8, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 6, 'avg_amount_30d': 107.62, 'risk_score': 0.326}",0
txn_000048,user_082,2026-02-10T06:07:50Z,216.8,merchant_7060,pharmacy,credit,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_516', 'ip_address': '176.231.50.222', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 6, 'day_of_week': 1, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 197.24, 'risk_score': 0.574}",0
txn_000049,user_003,2026-02-08T09:41:50Z,223.86,merchant_6244,clothing,credit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_666', 'ip_address': '153.40.59.105', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 9, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 1, 'avg_amount_30d': 62.55, 'risk_score': 0.25}",0
txn_000050,user_062,2026-02-05T19:42:50Z,1755.03,merchant_1580,electronics,debit,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_622', 'ip_address': '84.234.15.7', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 19, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 296.91, 'risk_score': 1.0}",0
txn_000051,user_042,2026-02-04T13:05:50Z,275.39,merchant_8413,online_retail,online,"{'city': 'New York', 'state': 'NY', 'country': 'US', 'zip_code': '10001'}","{'device_id': 'device_782', 'ip_address': '7.109.193.21', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 13, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 7, 'avg_amount_30d': 61.47, 'risk_score': 0.554}",0
txn_000052,user_032,2026-01-21T03:02:50Z,199.08,merchant_6648,restaurant,debit,"{'city': 'Dallas', 'state': 'TX', 'country': 'US', 'zip_code': '75201'}","{'device_id': 'device_527', 'ip_address': '165.217.16.72', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 3, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 10, 'avg_amount_30d': 81.95, 'risk_score': 0.863}",0
txn_000053,user_013,2026-02-15T01:46:50Z,354.72,merchant_1469,restaurant,mobile,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_201', 'ip_address': '1.88.109.222', 'user_agent': 'Mobile App v2.1'}","{'hour_of_day': 1, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 9, 'avg_amount_30d': 227.16, 'risk_score': 0.515}",0
txn_000054,user_071,2026-02-15T06:16:50Z,2704.72,merchant_4181,jewelry,debit,"{'city': 'San Jose', 'state': 'CA', 'country': 'US', 'zip_code': '95101'}","{'device_id': 'device_333', 'ip_address': '207.229.173.120', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 6, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 8, 'avg_amount_30d': 99.87, 'risk_score': 1.0}",0
txn_000055,user_094,2026-01-22T11:06:50Z,769.99,merchant_7167,travel,online,"{'city': 'Houston', 'state': 'TX', 'country': 'US', 'zip_code': '77001'}","{'device_id': 'device_922', 'ip_address': '43.138.17.48', 'user_agent': 'Safari/537.36'}","{'hour_of_day': 11, 'day_of_week': 3, 'is_weekend': False, 'transaction_count_24h': 8, 'avg_amount_30d': 249.78, 'risk_score': 0.746}",0
txn_000056,user_066,2026-01-25T19:51:50Z,32.11,merchant_6967,clothing,credit,"{'city': 'San Diego', 'state': 'CA', 'country': 'US', 'zip_code': '92101'}","{'device_id': 'device_902', 'ip_address': '198.185.17.220', 'user_agent': 'Chrome/91.0'}","{'hour_of_day': 19, 'day_of_week': 6, 'is_weekend': True, 'transaction_count_24h': 4, 'avg_amount_30d': 229.99, 'risk_score': 0.544}",0
txn_000057,user_047,2026-02-13T08:28:50Z,1592.71,merchant_9287,travel,mobile,"{'city': 'Phoenix', 'state': 'AZ', 'country': 'US', 'zip_code': '85001'}","{'device_id': 'device_184', 'ip_address': '100.70.101.41', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 8, 'day_of_week': 4, 'is_weekend': False, 'transaction_count_24h': 1, 'avg_amount_30d': 147.91, 'risk_score': 0.923}",0
txn_000058,user_028,2026-01-24T15:24:50Z,608.39,merchant_7417,travel,credit,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_924', 'ip_address': '250.56.169.142', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36'}","{'hour_of_day': 15, 'day_of_week': 5, 'is_weekend': True, 'transaction_count_24h': 1, 'avg_amount_30d': 100.36, 'risk_score': 0.25}",0
txn_000059,user_031,2026-01-21T12:54:50Z,253.2,merchant_5335,grocery,online,"{'city': 'Chicago', 'state': 'IL', 'country': 'US', 'zip_code': '60601'}","{'device_id': 'device_541', 'ip_address': '93.192.50.178', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36'}","{'hour_of_day': 12, 'day_of_week': 2, 'is_weekend': False, 'transaction_count_24h': 9, 'avg_amount_30d': 177.57, 'risk_score': 0.77}",0
